emotion,emo,file,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,au11,au12,au13,au14,au15,au16,au17,auc1,auc2,auc3,auc4,auc5,auc6,auc7,auc8,auc9,auc10,auc11,auc12,auc13,auc14,auc15,auc16,auc17,auc18
neutral,2,07039.jpg,0.02,0.46,0.26,0.04,0.9,0.57,0.3,1.21,1.01,1.45,0,0.08,0,0.29,1.07,0.23,0.09,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07040.jpg,0.36,0.46,0.53,0.1,0,0.04,0,0.16,0.17,0.62,0,0.39,0,0.29,1.28,0.29,0.09,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,2,07041.jpg,0.36,0.46,0.53,0.1,0,0.04,0,0.16,0.17,0.74,0,0.77,0,0.52,0.99,0.59,0.24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
neutral,2,07042.jpg,0.34,0,0.96,0.06,0.33,0.51,0,0.76,0.62,0.39,0,0.73,0,0.43,1.23,0.74,0.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
happiness,0,07043.jpg,0,0,0.67,0.05,0.33,0.51,0,0.78,0.68,0.47,0,0.42,0,0.43,1.38,1.03,0.67,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07044.jpg,0,0,0.67,0.05,0.81,0.59,0,1.26,1.49,1.03,0,0,0.28,0,2.23,0.85,0.62,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07045.jpg,0,0,0.24,0.05,1.27,0.37,0,1.36,1.91,1.84,0,0.01,0.28,0,2.07,0.47,0.59,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07046.jpg,0,0,0.12,0,1.82,0.79,0,1.95,2.86,2.62,0,0.33,0.28,0,1.72,0.11,0.59,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07047.jpg,0,0,0.48,0,2.41,1.52,0,2.65,2.96,2.66,0.11,1.52,0,0.22,0.89,0,0.41,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07048.jpg,0,0,0.48,0,1.78,1.62,0,1.79,2.25,1.97,0.11,1.55,0,0.22,0.33,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,07049.jpg,0,0,0.36,0,2.25,1.6,0.11,1.98,2.32,1.9,0.11,1.23,0,0.22,0.95,0,0.08,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,07050.jpg,0,0,0,0,1.76,0.93,0.11,1.18,2.18,1.9,0,0.03,0,0,1.11,0,0.08,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
happiness,0,07051.jpg,0,0,0,0,2.37,1.07,0.11,1.52,2.78,2.31,0,0,0,0.06,1.29,0,0.08,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
happiness,0,07052.jpg,0,0,0.04,0,1.65,0.92,0.03,1.05,1.7,1.52,0,0.78,0.45,0.56,0.38,0.07,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
neutral,2,07053.jpg,0,0,0.34,0,1.59,0.95,0.44,1.12,1.06,1.22,0,1.54,0.48,0.56,0.2,0.07,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
neutral,2,07054.jpg,0.12,0,0.71,0,1.36,0.48,0.55,1.55,0.79,1.23,0.34,1.85,0.47,0.5,0.11,0.1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
neutral,2,07055.jpg,0.37,0,1.06,0.23,1.61,0.45,0.65,1.85,1.24,1.85,0.72,1.5,0.26,0,0.15,0.02,0.04,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
neutral,2,07056.jpg,1.07,0,0.77,0.23,1.71,0.29,0.3,1.86,1.84,2.07,0.82,0.96,0.24,0,0.26,0.02,0.04,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
happiness,0,07057.jpg,0.97,0,0.76,0.23,2,0.68,0.18,1.27,1.78,1.9,0.48,0.82,0.24,0.23,1,0.93,0.04,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
happiness,0,07058.jpg,1.23,0.87,0.68,0.1,1.92,0.78,0.31,1.36,2.05,2.02,0.68,1.52,0.82,0.23,1.04,0.93,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
neutral,2,07059.jpg,0.56,0.87,0.68,0.1,1.3,1.19,0.27,0.91,1.53,1.62,0.58,1.29,0.82,0.32,1.05,0.93,0.18,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
neutral,2,07060.jpg,1.02,0.87,0.35,0.1,0.53,1.88,0.27,1.2,1.21,0.98,0.58,1.32,0.82,0.1,0.2,0.35,0.6,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
happiness,0,07061.jpg,0.51,0,0.2,0,0.19,1.67,0.2,0.85,0.66,0.24,0.26,0.61,0,0.17,0.88,0.73,0.6,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,07062.jpg,0.62,0,0.2,0,0.63,1.27,0.2,1.06,1.4,0.37,0.26,0.61,0,0.31,1.06,0.73,0.42,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,07063.jpg,0.42,0.2,1.11,0.08,1.42,0.76,0.2,1.06,2.21,0.99,0.26,0.41,0.32,0.52,1.97,0.38,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07064.jpg,0.49,0.22,0.94,0.35,1.54,0.68,0,1.07,2.58,1.41,0.66,0,0.69,0.55,1.39,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07065.jpg,0.34,0.22,0.94,0.35,1.54,0.97,0,0.91,2.13,1.19,0.66,0,0.69,0.31,1.72,0.17,0.11,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07066.jpg,0.36,0.02,0.08,0.47,0.82,0.8,0,0.57,1.47,0.57,0.66,0.03,0.36,0.11,1.67,0.17,0.11,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07067.jpg,0.28,0,0.29,0.19,1.15,1.19,0,0.67,1.8,0.72,0.06,0.03,0,0,2.01,0.31,0.11,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07068.jpg,0.73,0,0.73,0.19,0.71,1.46,0,0.84,1.3,1.15,0.31,0.03,0.28,0,1.47,0.76,0.23,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07069.jpg,0.48,0,0.96,0.1,1,1.92,0,1.08,1.34,2,0.31,0,0.28,0,0.91,0.76,0.23,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07070.jpg,0.48,0,0.74,0.1,0.4,2.17,0,0.61,0.49,1.42,0.6,0,0.82,0,0.7,1.38,0.23,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
neutral,2,07071.jpg,0.33,0,0.49,0.1,1.06,1.71,0,0.78,1.54,1.77,0.36,0.12,0.6,0,1.24,1.15,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07072.jpg,0.3,0,0.18,0,1.33,1.33,0,0.66,1.85,1.43,0.36,0.12,1.25,0.04,1.57,1.26,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
happiness,0,07073.jpg,1.02,0.77,0.18,0.13,1.33,0.75,0,0.66,2,1.43,0,0.12,0.7,0.16,1.63,1.16,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,07074.jpg,0.72,0.77,0,0.15,0.67,0.69,0,0.52,0.95,0.53,0.02,0.21,0.66,0.53,1,1.56,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
neutral,2,07075.jpg,0.72,0.77,0.35,0.15,0.44,0.52,0.02,0.66,0.59,0.49,0.02,0.23,0.01,0.49,0.75,1.83,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07076.jpg,0,0,0.66,0.02,0.57,0.44,0.04,1.01,0.55,0.81,0.02,0.23,0,0.37,0.67,1.42,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,2,07077.jpg,0.7,0,0.76,0,0.68,0.38,0.04,1.06,0.77,1.47,0.35,0.2,0.07,0,1.49,0.63,1.4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07078.jpg,1.03,0,0.41,0,0.38,0.34,0.02,0.89,1,1.71,0.35,0.17,0.07,0,2.01,0.36,1.59,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07079.jpg,1.03,0,0.1,0,0.76,1.08,0,0.94,1.87,1.75,0.35,0.28,0.11,0,2.4,0.12,1.67,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07080.jpg,0.33,0,0,0,0.71,1.08,0,0.79,2.01,1.39,0,0.3,0.39,0.35,1.58,0.24,0.27,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07081.jpg,0,0,0,0,1.08,0.75,0,1.12,2.38,0.96,0,0.3,0.39,0.35,1.49,0.13,0.09,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07082.jpg,0.62,0.43,0,0.37,0.57,0,0,0.72,1.47,0.72,0,0.24,0.54,0.73,0.81,0.12,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,2,07083.jpg,0.71,0.51,0,0.37,1.23,0.05,0,1.29,2.37,0.85,0,0.05,0.2,0.38,1.32,0,0.28,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0
happiness,0,07084.jpg,0.88,0.65,0,0.37,1.04,0.45,0.19,1.17,1.6,0.56,0,0.05,0.3,0.38,0.92,0,0.28,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07085.jpg,0.55,0.57,0,0,1.6,0.89,0.29,1.76,2.02,1.16,0,0.27,0.45,0,1.19,0.06,0.28,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07086.jpg,0.8,0.51,0,0.06,1.05,0.83,0.29,1.34,1.52,1.05,0,0.48,0.48,0,1.37,0.25,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07087.jpg,0.66,0.36,0,0.06,1.42,0.43,0.1,1.34,1.96,1.32,0,0.48,0.39,0,1.29,0.25,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07088.jpg,0.49,0.01,0,0.06,0.97,0,0,0.81,1.78,0.94,0,0.21,0.04,0,1.88,0.34,0.3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07089.jpg,0.46,0.4,0,0,1.21,0.02,0.03,1.02,1.53,1.1,0,0,0,0,2.13,0.6,0.5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07090.jpg,0.43,0.4,0.12,0,0.67,0.02,0.03,0.57,1.33,0.85,0,0,0,0.13,2.26,0.92,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,07091.jpg,0.74,0.58,0.94,0,0.55,0.02,0.03,0.78,1.05,0.67,0.16,0.45,0.23,0.14,1.52,0.77,0.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
neutral,2,07092.jpg,0.43,0.18,1.18,0,0.27,0,0,0.27,0.71,0.16,0.39,0.45,0.23,0.14,0.57,0.36,0.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
neutral,2,07093.jpg,0.43,0.18,1.39,0.23,0.62,0.33,0,0.51,1.02,0.82,0.39,0.45,0.23,0.57,0.85,0.25,0.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,07094.jpg,0.25,0,0.57,0.77,0.62,0.33,0.02,0.3,1.12,0.67,0.23,0.2,0,0.79,1.48,0.93,0.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
neutral,2,07095.jpg,0.25,0,0.33,0.77,0.49,0.33,0.16,0.44,1.4,1.23,0.01,0.2,0,0.97,1.88,1.13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,07096.jpg,0.25,0,0,0.54,0.01,0,0.16,0.39,0.88,0.59,0.01,0.2,0,0.9,1.76,1.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
neutral,2,07097.jpg,0,0.01,0,0,0.01,0.11,0.13,0.52,0.77,0.68,0.01,0.01,0,0.67,2.11,1.27,0.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
happiness,0,07098.jpg,0,0.01,0,0,0,0.16,0,0.38,0.44,0.13,0.22,0.16,0.35,0.83,2.52,1.59,0.53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
happiness,0,07099.jpg,0.32,0.12,0.3,0,0.34,0.7,0,0.2,0.41,0.55,0.22,0.16,0.35,0.34,2.65,2.04,0.53,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
happiness,0,07100.jpg,0.32,0.11,0.98,0,0.74,1.45,0,0.62,1.03,1.41,0.22,0.19,0.35,0.83,2.31,2.37,0.12,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
happiness,0,07101.jpg,0.44,0.11,1.94,0,1.27,1.78,0,1.37,1.21,2.16,0.43,0.82,0.85,0.5,1.71,2.11,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
happiness,0,07102.jpg,0.12,0,2.3,0,1.37,1.38,0,2.12,1.68,2.26,0.43,1.16,0.85,0.92,1.64,1.49,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
happiness,0,07103.jpg,0.28,0.47,1.75,0.15,0.96,0.51,0,1.5,1.04,1.31,0.43,1.4,0.91,0.43,1.2,0.74,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
neutral,2,07104.jpg,0.51,0.47,1.09,0.37,0.44,0.15,0,0.76,0.74,0.56,0.48,1.3,0.54,0.42,1.19,1.03,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
neutral,2,07105.jpg,0.51,0.47,0.42,0.37,0.21,0.03,0,0.41,0.32,0,0.48,0.95,0.54,0,1.13,1.12,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,07106.jpg,0.35,0,0.29,0.22,0.48,0.2,0,1,0.76,0.16,0.48,0.67,0.49,0,1.75,1.18,0.41,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07107.jpg,0.15,0,0,0,0.51,0.18,0,1.65,1.03,0.16,0,0.19,0,0,2.4,0.79,0.41,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07108.jpg,0.15,0,0.38,0,1.16,1.12,0.07,1.93,1.28,0.8,0,0.19,0,0,3.05,0.61,0.41,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07109.jpg,0.15,0,0.38,0,1.53,1.53,0.07,1.88,1.68,1.22,0,0.19,0,0,2.81,0.43,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07110.jpg,0,0,0.6,0,2.51,2.72,0.08,1.88,2.36,1.89,0,0,0,0.17,2.88,0.57,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07111.jpg,0,0,0.22,0,1.81,1.87,0.01,1.18,1.89,1.5,0,0,0.08,0.17,2.29,0.96,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07112.jpg,0,0,0.46,0.03,1.19,1.28,0.01,0.64,1.06,0.92,0,0.84,0.31,0.17,2.7,0.96,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
neutral,2,07113.jpg,0,0,0.23,0.03,0.96,0.98,0.11,0.44,1.01,0.75,0,0.84,0.31,0,2.5,0.85,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07114.jpg,0.02,0,0.41,0.03,1.4,1.7,0.12,0.53,1.54,0.73,0,1.35,0.23,0.08,2.22,0.3,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07115.jpg,0.66,0.13,0.23,0.08,1.63,2.02,0.12,0.68,1.88,0.73,0,0.61,0,0.08,1.63,0.3,0.45,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
neutral,2,07116.jpg,1.1,0.48,0.45,0.08,1.65,1.98,0.01,1.07,1.83,0.99,0,0.61,0,0.08,1.78,0.16,0.45,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
happiness,0,07117.jpg,1.9,0.51,0.89,0.08,1.29,1.58,0,1.24,1.72,0.86,0,0.11,0,0,2.55,0.09,0.8,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
happiness,0,07118.jpg,1.26,0.38,0.83,0,1.47,2.18,0,1.82,2.1,1.16,0,0,0,0.07,2.4,0.09,0.71,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
happiness,0,07119.jpg,1.75,0.02,0.61,0,0.67,1.32,0,0.99,1.23,0.4,0,0,0,0.07,2.06,0.41,0.71,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
neutral,2,07120.jpg,1.78,0,0,0,0.43,0.91,0,0.89,0.72,0.3,0,0.27,0,0.07,1.21,0.94,0.37,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
neutral,2,07121.jpg,1.78,0,0.2,0,0.41,0.23,0.14,0.75,0.25,0.1,0.33,0.48,0,0,2.34,1.57,0.26,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,07122.jpg,0.85,0,0.2,0,1.23,0.65,0.14,1.54,1.62,0.78,0.33,0.48,0,0,2.33,1.15,0.26,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,07123.jpg,0.54,0,0.2,0,1.49,1.89,0.14,1.61,1.98,0.78,0.39,0.68,0,0,2.44,0.88,1.35,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,07124.jpg,1,0,0,0,1.44,2.78,0.28,1.57,1.79,0.77,0.06,0.69,0.21,0,1.6,0.26,1.44,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
happiness,0,07125.jpg,1.25,0,0,0.04,0.62,2.55,0.28,0.96,0.94,0.31,0.06,0.9,0.21,0,1.4,0.46,1.44,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
happiness,0,07126.jpg,0.84,0,0,0.04,0.37,1.82,0.28,1.27,0.72,0.77,0.11,0.43,0.21,0,1.26,0.21,0.58,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07127.jpg,0.39,0,0.1,0.59,0.22,1.26,0.14,0.72,0.66,0.68,0.11,0.46,0,0,0.82,0.64,0.23,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
neutral,2,07128.jpg,0.14,0.34,0.45,0.59,0.66,2,0.14,0.74,0.93,0.65,0.11,0.25,0,0.64,1.22,1.07,0.49,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07129.jpg,0.01,0.65,0.45,1.2,0.84,1.59,0.14,0.71,1.31,0.89,0,0.27,0,0.64,2.17,1.42,0.27,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07130.jpg,0.01,0.65,0.35,0.75,0.72,1.03,0,0.75,1.85,1.32,0,0.14,0,1.36,2.31,1.37,0.27,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07131.jpg,0.01,0.31,0,0.71,0.79,0.88,0.01,1.16,1.95,1.69,0.29,0.14,0,0.73,2.33,0.74,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
happiness,0,07132.jpg,0.01,0,0.5,0.1,1.16,1.39,0.01,0.88,1.8,0.99,1.2,0.12,0.02,0.73,2.76,0.64,0.83,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07133.jpg,0.66,0,0.5,0,1.25,1.83,0.01,1.04,1.52,0.56,1.52,0.25,0.53,0,2.6,0.52,0.83,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07134.jpg,0.81,0,0.99,0,0.8,1.39,0,0.72,0.66,0,1.59,0.59,0.53,0,2.09,0.72,0.83,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
neutral,2,07135.jpg,0.81,0,0.49,0,0.69,0.77,0,1.03,1.13,0.74,0.68,0.63,0.51,0,0.96,0.77,0.3,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
happiness,0,07136.jpg,0.15,0,0.62,0,0.58,0.83,0,1.21,0.86,1.16,0.36,0.66,0,0,0.78,1.08,0.3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
neutral,2,07137.jpg,0,0.04,0.13,0,0.51,0.49,0,0.91,0.83,1.21,0,0.82,0,0.21,0.54,1.27,0.3,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
neutral,2,07138.jpg,0,0.04,0.15,0,0.42,1.3,0,0.54,0.2,0.88,0,0.87,0,0.21,0.28,1.77,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
happiness,0,07139.jpg,0,0.04,0.01,0,0.46,1.37,0,0.16,0.2,0.67,0,1.21,0.01,0.21,0.28,1.59,0.03,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
neutral,2,07146.jpg,0,0,0.06,0,0.84,1.37,0,0.64,0.48,0.98,0.06,1.16,0.01,0.66,0.28,1.67,0.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
neutral,2,07147.jpg,0.46,0.66,0.05,0,0.63,0.56,0.02,0.48,0.49,0.76,0.06,1.06,0.01,0.66,0.19,0.87,0.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
neutral,2,07148.jpg,0.46,0.67,0.05,0,0.52,0.14,0.02,0.48,0.61,0.63,0.06,0.47,0,0.66,0.28,0.68,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
neutral,2,07149.jpg,0.46,0.67,0,0,0.14,0.14,0.02,0.13,0.79,0.53,0,0.01,0,0,0.85,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
happiness,0,07150.jpg,0.21,0.01,0.03,0,0.36,0.33,0,0.83,1.15,1.01,0,0.29,0,0.16,1.25,0.38,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,07151.jpg,0.51,0.04,0.03,0,0.36,0.2,0.32,0.83,1.04,0.93,0.13,0.29,0.14,0.16,1.52,0.22,0.3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
neutral,2,07152.jpg,0.51,0.04,0.11,0.32,0.5,0.2,0.32,0.9,1.01,1.24,0.13,0.38,0.17,0.16,1.04,0.35,0.3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
neutral,2,07153.jpg,0.52,0.33,0.08,0.94,0.13,0,0.32,0.66,0.76,0.91,0.13,0.87,0.17,0.61,0.53,0.72,0.3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
neutral,2,07154.jpg,0.21,0.3,0.08,0.94,0.35,0.44,0,0.89,1.23,1.82,0,0.86,0.03,0.89,0.8,1.23,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
happiness,0,07155.jpg,0.21,0.3,0,0.65,0.22,0.44,0,0.7,0.78,1.41,0,0.81,0,0.89,0.89,1.79,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
neutral,2,07156.jpg,0.68,0.2,0,0.25,0.28,0.44,0,0.44,1.05,1.31,0.14,0.04,0,0.28,1.34,1.65,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
happiness,0,07157.jpg,1.01,0.2,0.02,0.25,0.62,0.6,0,0.54,1.17,0.68,0.19,0.04,0,0.14,1.9,1.45,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
happiness,0,07158.jpg,1.05,0.47,0.02,0.23,0.62,0.61,0,0.65,1.17,0.82,0.19,0.56,0,0.56,1.97,0.84,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
surprise,4,07159.jpg,0.37,0.27,0.39,0,1.02,0.9,0,1.27,1.12,1.13,0.05,1.05,0,0.58,1.43,0.73,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
happiness,0,07160.jpg,0.94,0.27,0.78,0.07,0.6,0.54,0.01,0.95,0.67,0.85,0.39,1.69,0,0.44,0.47,1.28,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
neutral,2,07161.jpg,1.41,0.54,1.19,0.29,0.71,0.54,0.01,0.83,0.96,0.66,0.56,1.57,0,0.02,0.37,1.2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
sadness,3,07162.jpg,1.41,0.54,1.13,0.29,0.25,0.42,0.01,0.01,0.48,0.34,0.59,1.49,0,0,0.76,1.11,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
neutral,2,07163.jpg,0.52,0.54,1.02,0.22,0.24,0.48,0,0.3,0.53,0.67,0.2,1.73,0.5,0.53,0.53,0.45,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0
happiness,0,07164.jpg,0,0,0.61,0,0.41,0.85,0,0.81,1.15,0.91,0.06,1.7,0.5,0.75,0.82,0.53,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
happiness,0,07165.jpg,0,0,0.3,0.01,0.72,0.97,0,1.09,1.87,1,0.02,1.29,0.5,0.75,1.64,0.68,0.46,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
happiness,0,07166.jpg,0.59,0.57,0,0.01,0.78,0.67,0,1.19,2.17,1.02,0.02,0.42,0.01,0.23,1.85,0.64,1.14,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
happiness,0,07167.jpg,0.84,0.57,0.18,0.01,0.84,0.69,0,0.76,1.44,1.11,0.05,0.1,0.67,0,2.08,0.85,1.14,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0
happiness,0,07168.jpg,1.38,1.09,0.38,0.08,0.53,0.69,0,0.5,0.79,0.86,0.14,0.13,1.01,0,0.87,0.5,0.68,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,2,07169.jpg,0.79,0.52,0.38,0.24,1.05,0.98,0,0.75,1.38,1.47,0.14,0.12,1.52,0,1.45,0.3,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07170.jpg,0.54,0.52,0.2,0.24,1.42,0.58,0,1.26,2.38,1.72,0.08,0.04,0.88,0,1.5,0,0.02,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
